ma_sv,nam_hoc,hoc_ky,nam,ma_mon,ten_mon,khoi_kien_thuc,so_tin_chi,profile,diem_cc,diem_bt,diem_gk,diem_ck,diem_tong,xep_loai,diem_gpa,lms_logins,so_lan_vang,ty_le_nop_bai,muc_tham_gia,gio_tu_hoc,ielts_score,dat_mon,dropout_risk,risk_level,dat_PLO1,dat_PLO2,dat_PLO3,dat_PLO4,dat_PLO5,dat_PLO6,dat_PLO7,dat_PLO8,dat_PLO9,dat_PLO10
SV0030,2022-2023,1,2,BEB22034,Tư tưởng Hồ Chí Minh,1,2,excellent,8.9,8.35,9.6,6.72,8.13,B+,3.5,61,0,0.907,7.67,34.6,5.6,1,0,Thấp,,,,,,,,,,1.0
SV0030,2022-2023,2,2,DSB45027,Internet kết nối vạn vật,3,5,excellent,10.0,9.95,6.68,9.79,8.91,A,4.0,58,0,0.846,9.16,34.6,5.6,1,0,Thấp,,,1.0,,1.0,,,,,
SV0030,2022-2023,1,2,DSB23015,Thách thức dữ liệu 1,2,3,excellent,9.55,10.0,9.97,5.36,8.09,B+,3.5,52,0,0.587,8.89,34.6,5.6,1,0,Thấp,,,1.0,,,,1.0,0.0,,
SV0030,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,excellent,8.1,7.99,10.0,8.15,8.67,A,4.0,58,0,1.0,9.4,34.6,5.6,1,0,Thấp,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SV0031,2023-2024,1,3,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,average,8.64,5.18,8.68,7.39,7.46,B,3.0,37,3,0.817,5.99,17.6,4.2,1,0,Thấp,1.0,,1.0,,,,,,,
SV0031,2023-2024,2,3,CSB25020,Toán cho khoa học máy tính,2,5,average,7.22,5.11,6.99,7.31,6.76,C+,2.5,35,4,0.809,5.27,17.6,4.2,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0031,2023-2024,1,3,DSB45028,Phân tích dữ liệu cho KHSS,3,5,average,7.28,6.1,5.47,2.65,4.65,D,1.0,20,4,0.45,6.56,17.6,4.2,1,0,Trung bình,,,0.0,1.0,,,,,,
SV0031,2023-2024,2,3,DSB33020,Dự đoán ứng dụng,3,3,average,6.83,6.55,8.79,8.02,7.84,B,3.0,27,2,0.801,6.71,17.6,4.2,1,0,Thấp,,,1.0,1.0,,,,,,
SV0032,2022-2023,2,2,CSB25020,Toán cho khoa học máy tính,2,5,average,6.13,5.18,6.55,7.39,6.57,C+,2.5,30,1,0.646,4.77,26.5,4.6,1,0,Thấp,0.0,,1.0,,,,,,,
SV0032,2022-2023,1,2,BEB15139,Tiếng Anh học thuật 3,1,5,average,8.35,6.18,3.29,5.97,5.45,F,0.0,28,6,0.331,5.81,26.5,4.6,1,0,Trung bình,,,,,,1.0,,,,
SV0032,2022-2023,2,2,BEB13116,Tư duy thiết kế,1,3,average,7.54,6.88,6.14,6.6,6.61,C+,2.5,36,1,0.982,4.83,26.5,4.6,1,0,Thấp,,1.0,,,,,,1.0,,
SV0032,2022-2023,1,2,BEB11003,Kỹ năng giao tiếp LT,1,1,average,6.26,6.17,5.25,4.91,5.4,F,0.0,27,1,0.598,5.05,26.5,4.6,1,0,Trung bình,,,,,,,0.0,,,
SV0033,2022-2023,2,2,DSB310022,Thực tập nghề nghiệp,5,10,average,4.47,6.15,8.4,6.36,6.74,C+,2.5,30,3,0.984,4.2,11.9,5.6,1,0,Thấp,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
SV0033,2022-2023,2,2,DSB33019,Thách thức dữ liệu 3,3,3,average,6.49,7.49,7.44,6.0,6.78,C+,2.5,12,3,0.933,6.51,11.9,5.6,1,0,Thấp,,,1.0,,,,0.0,,1.0,
SV0033,2022-2023,2,2,BEB14133,Chuẩn bị kỹ năng IELTS L4,1,4,average,5.85,7.1,3.98,5.08,5.23,D+,1.5,42,2,0.676,6.44,11.9,5.6,1,0,Trung bình,,,,,,1.0,,,,
SV0033,2022-2023,2,2,BEB14128,Tiếng Anh học thuật nâng cao,1,4,average,8.64,5.92,3.86,5.24,5.3,D+,1.5,34,3,0.315,5.48,11.9,5.6,1,0,Trung bình,,,,,,0.0,,,,
SV0034,2021-2022,2,1,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,average,6.53,6.37,5.02,4.82,5.36,D+,1.5,22,2,0.375,6.36,11.9,3.9,1,0,Trung bình,0.0,1.0,,,1.0,,,,,
SV0034,2021-2022,2,1,DSB45025,Thách thức dữ liệu nâng cao,3,5,average,6.74,6.61,5.98,4.46,5.57,C,2.0,19,3,0.704,3.99,11.9,3.9,1,0,Trung bình,,,1.0,,,,,1.0,1.0,
SV0034,2021-2022,2,1,BEB14128,Tiếng Anh học thuật nâng cao,1,4,average,7.66,5.36,5.86,4.25,5.3,D+,1.5,11,4,0.402,5.74,11.9,3.9,1,0,Trung bình,,,,,,1.0,,,,
SV0034,2021-2022,1,1,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,average,5.31,5.99,5.12,6.65,5.93,C,2.0,33,3,0.586,7.78,11.9,3.9,1,0,Trung bình,,,,,,0.0,,,,
SV0035,2024-2025,1,4,BEB13009,Khởi sự kinh doanh,1,3,below_avg,6.23,4.74,4.34,4.85,4.81,D,1.0,17,4,0.562,4.32,21.3,3.4,1,0,Trung bình,,,,0.0,,,,1.0,,
SV0035,2024-2025,1,4,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,below_avg,3.87,5.39,3.89,5.19,4.71,D,1.0,20,6,0.726,5.19,21.3,3.4,1,0,Trung bình,,,,,,0.0,,,,
SV0035,2024-2025,2,4,BEB12001,Kỹ năng học thuật,1,2,below_avg,3.19,6.91,5.25,5.79,5.59,C,2.0,10,3,0.572,4.98,21.3,3.4,1,0,Trung bình,,,,,,0.0,,,0.0,
SV0035,2024-2025,2,4,BEB14128,Tiếng Anh học thuật nâng cao,1,4,below_avg,3.88,6.17,4.81,4.26,4.77,D,1.0,8,5,0.188,5.65,21.3,3.4,1,0,Trung bình,,,,,,1.0,,,,
SV0036,2023-2024,2,3,DSB45025,Thách thức dữ liệu nâng cao,3,5,average,7.64,5.74,5.72,4.32,5.35,D+,1.5,33,0,0.663,6.33,20.8,4.4,1,0,Trung bình,,,0.0,,,,,1.0,0.0,
SV0036,2023-2024,1,3,CSB25018,Phân tích HT & thiết kế CSDL,2,5,average,9.16,7.63,5.16,6.47,6.58,C+,2.5,30,3,0.745,6.11,20.8,4.4,1,0,Thấp,,0.0,,0.0,1.0,,,,,
SV0036,2023-2024,2,3,DSB33019,Thách thức dữ liệu 3,3,3,average,6.73,4.26,7.19,6.64,6.34,C,2.0,24,2,0.625,5.17,20.8,4.4,1,0,Thấp,,,1.0,,,,1.0,,1.0,
SV0036,2023-2024,2,3,CSB35038,Quản lý dự án phần mềm,3,5,average,7.77,5.55,6.3,6.03,6.19,C,2.0,36,2,0.614,4.82,20.8,4.4,1,0,Thấp,,,,,,,0.0,,,0.0
SV0037,2023-2024,1,3,BEB13009,Khởi sự kinh doanh,1,3,good,7.41,7.67,4.41,7.78,6.71,C+,2.5,57,0,0.889,8.52,12.7,6.4,1,0,Thấp,,,,0.0,,,,0.0,,
SV0037,2023-2024,1,3,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,good,5.27,8.27,7.06,6.28,6.81,C+,2.5,43,0,0.771,8.11,12.7,6.4,1,0,Thấp,,,,,,1.0,,,,
SV0037,2023-2024,1,3,DSB23017,Thách thức dữ liệu 2,3,3,good,9.26,5.82,6.4,9.81,7.93,F,0.0,51,1,0.709,6.97,12.7,6.4,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0037,2023-2024,1,3,CSB13055,Lập trình Java,2,3,good,7.96,7.24,5.47,6.88,6.64,C+,2.5,49,0,0.822,6.68,12.7,6.4,1,0,Thấp,1.0,1.0,,,,,,,,
SV0038,2024-2025,1,4,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,good,7.41,8.57,6.27,6.76,7.04,B,3.0,36,0,1.0,8.13,8.4,5.0,1,0,Thấp,,0.0,1.0,,,,,,,
SV0038,2024-2025,2,4,DSB23018,Phân tích dữ liệu lớn,3,3,good,6.76,7.58,5.79,6.57,6.56,C+,2.5,36,0,0.692,7.36,8.4,5.0,1,0,Thấp,,,1.0,1.0,1.0,,,,,
SV0038,2024-2025,1,4,DSB45028,Phân tích dữ liệu cho KHSS,3,5,good,10.0,6.96,7.29,5.95,6.96,F,0.0,55,3,0.895,6.15,8.4,5.0,1,0,Thấp,,,1.0,1.0,,,,,,
SV0038,2024-2025,2,4,DSB45025,Thách thức dữ liệu nâng cao,3,5,good,9.75,8.47,7.31,4.58,6.69,C+,2.5,34,2,1.0,8.61,8.4,5.0,1,0,Thấp,,,1.0,,,,,1.0,1.0,
SV0039,2023-2024,2,3,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,excellent,9.02,8.12,7.97,8.75,8.42,F,0.0,58,0,0.789,8.89,26.4,5.0,1,0,Thấp,,1.0,,,1.0,,,,,
SV0039,2023-2024,1,3,DSB23015,Thách thức dữ liệu 1,2,3,excellent,9.2,8.85,9.65,6.46,8.17,B+,3.5,39,0,0.849,8.97,26.4,5.0,1,0,Thấp,,,1.0,,,,0.0,0.0,,
SV0039,2023-2024,2,3,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,excellent,9.78,8.49,5.97,9.72,8.36,B+,3.5,64,1,0.718,9.47,26.4,5.0,1,0,Thấp,1.0,0.0,,,0.0,,,,,
SV0039,2023-2024,2,3,BEB23122,Triết học Mác-Lênin,1,3,excellent,8.93,9.7,8.57,7.46,8.39,B+,3.5,58,1,0.863,9.02,26.4,5.0,1,0,Thấp,,,,,,,,,,0.0
SV0040,2024-2025,1,4,BEB13009,Khởi sự kinh doanh,1,3,below_avg,3.55,5.04,3.46,4.04,4.02,D,1.0,25,4,0.585,4.7,12.1,4.5,1,0,Cao,,,,1.0,,,,1.0,,
SV0040,2024-2025,2,4,BEB12003,Kỹ năng giao tiếp,1,2,below_avg,5.17,4.8,6.05,4.97,5.28,D+,1.5,8,5,0.387,6.41,12.1,4.5,1,0,Trung bình,,,,,,,0.0,0.0,,
SV0040,2024-2025,1,4,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,below_avg,6.19,4.75,5.61,4.06,4.87,D,1.0,21,6,0.466,4.38,12.1,4.5,1,0,Trung bình,,,,,,0.0,,,,
SV0040,2024-2025,2,4,DSB23016,Đại số tuyến tính,2,3,below_avg,4.72,2.81,5.68,6.67,5.4,F,0.0,31,2,0.659,6.42,12.1,4.5,1,0,Trung bình,0.0,,1.0,,,,,,,
SV0041,2023-2024,1,3,CSB13055,Lập trình Java,2,3,average,6.06,4.84,3.41,5.88,4.95,F,0.0,25,0,0.618,5.75,9.7,4.7,1,0,Trung bình,0.0,0.0,,,,,,,,
SV0041,2023-2024,1,3,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,average,8.29,6.92,5.84,6.94,6.74,C+,2.5,20,3,0.872,5.73,9.7,4.7,1,0,Thấp,,,,,,0.0,,,,
SV0041,2023-2024,2,3,CSB25020,Toán cho khoa học máy tính,2,5,average,6.06,6.81,6.66,2.7,5.05,D+,1.5,39,0,0.458,7.23,9.7,4.7,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0041,2023-2024,2,3,DSB45025,Thách thức dữ liệu nâng cao,3,5,average,5.69,7.43,3.69,7.55,6.19,C,2.0,29,1,0.763,5.18,9.7,4.7,1,0,Thấp,,,1.0,,,,,1.0,1.0,
SV0042,2023-2024,1,3,DSB45035,Ngôn ngữ tự nhiên,3,5,average,6.19,5.24,4.47,6.31,5.53,C,2.0,20,0,0.493,4.4,21.5,3.4,1,0,Trung bình,0.0,,1.0,,,,,,,
SV0042,2023-2024,2,3,DSB33020,Dự đoán ứng dụng,3,3,average,5.95,8.6,6.07,6.49,6.73,C+,2.5,15,2,0.882,5.18,21.5,3.4,1,0,Thấp,,,1.0,0.0,,,,,,
SV0042,2023-2024,1,3,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,average,6.66,5.5,6.2,5.43,5.8,C,2.0,27,2,0.44,6.69,21.5,3.4,1,0,Trung bình,,1.0,1.0,,,,,,,
SV0042,2023-2024,2,3,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,average,6.48,7.16,5.72,5.83,6.13,C,2.0,30,5,0.649,6.97,21.5,3.4,1,0,Trung bình,,1.0,,,,,,,,1.0
SV0043,2022-2023,1,2,DSB45035,Ngôn ngữ tự nhiên,3,5,good,7.65,7.74,6.28,6.53,6.81,C+,2.5,31,2,0.932,7.73,15.9,4.1,1,0,Thấp,1.0,,1.0,,,,,,,
SV0043,2022-2023,2,2,BEB23122,Triết học Mác-Lênin,1,3,good,8.47,7.86,7.09,6.86,7.29,B,3.0,59,0,0.75,7.93,15.9,4.1,1,0,Thấp,,,,,,,,,,1.0
SV0043,2022-2023,2,2,BEB13116,Tư duy thiết kế,1,3,good,6.31,8.85,7.09,6.17,6.99,F,0.0,51,2,0.66,9.28,15.9,4.1,1,0,Thấp,,1.0,,,,,,1.0,,
SV0043,2022-2023,2,2,BEB12010,Văn hóa toàn cầu,1,2,good,8.19,7.47,6.41,8.2,7.51,B,3.0,45,1,0.732,7.63,15.9,4.1,1,0,Thấp,,,,,,1.0,,,,0.0
SV0044,2021-2022,2,1,BEB12003,Kỹ năng giao tiếp,1,2,average,7.79,5.72,6.14,7.08,6.6,C+,2.5,26,4,0.701,6.49,2.0,4.7,1,0,Trung bình,,,,,,,1.0,1.0,,
SV0044,2021-2022,1,1,DSB23015,Thách thức dữ liệu 1,2,3,average,9.3,5.28,4.35,5.01,5.29,D+,1.5,35,3,0.565,5.08,2.0,4.7,1,0,Trung bình,,,1.0,,,,0.0,1.0,,
SV0044,2021-2022,2,1,BEB15138,Tiếng Anh học thuật 2,1,5,average,10.0,6.64,6.7,5.61,6.58,C+,2.5,15,2,0.686,4.75,2.0,4.7,1,0,Thấp,,,,,,1.0,,,,
SV0044,2021-2022,2,1,DBB33003,Ra quyết định dựa trên dữ liệu,3,3,average,7.33,6.66,5.63,5.99,6.15,C,2.0,37,2,0.93,6.0,2.0,4.7,1,0,Thấp,,,1.0,1.0,,,,,1.0,
SV0045,2024-2025,1,4,BEB13009,Khởi sự kinh doanh,1,3,good,6.9,7.99,7.66,6.12,7.03,B,3.0,43,3,0.967,7.4,12.1,3.5,1,0,Thấp,,,,0.0,,,,1.0,,
SV0045,2024-2025,1,4,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,good,8.56,7.73,7.96,7.66,7.85,B,3.0,48,1,0.968,8.37,12.1,3.5,1,0,Thấp,,,,,,,0.0,,,
SV0045,2024-2025,2,4,BEB12010,Văn hóa toàn cầu,1,2,good,5.83,9.35,7.51,5.44,6.88,C+,2.5,36,2,0.808,6.99,12.1,3.5,1,0,Thấp,,,,,,0.0,,,,0.0
SV0045,2024-2025,1,4,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,good,7.04,7.75,7.67,8.1,7.79,B,3.0,49,1,0.923,7.24,12.1,3.5,1,0,Thấp,,0.0,1.0,,,,,,,
SV0046,2024-2025,1,4,BEB13009,Khởi sự kinh doanh,1,3,below_avg,6.23,7.65,4.17,5.01,5.41,F,0.0,28,5,0.901,4.62,17.8,4.5,1,0,Trung bình,,,,0.0,,,,0.0,,
SV0046,2024-2025,2,4,DSB310022,Thực tập nghề nghiệp,5,10,below_avg,5.58,5.3,5.82,4.88,5.32,D+,1.5,30,4,0.5,7.7,17.8,4.5,1,0,Trung bình,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
SV0046,2024-2025,2,4,CSB25017,Lập trình hướng đối tượng,2,5,below_avg,4.71,5.27,5.52,4.9,5.14,D+,1.5,13,6,0.438,4.48,17.8,4.5,1,0,Trung bình,1.0,0.0,,,,,,,,
SV0046,2024-2025,2,4,BEB32124,Chủ nghĩa xã hội khoa học,1,2,below_avg,6.69,6.56,5.56,5.23,5.74,C,2.0,29,9,0.294,4.26,17.8,4.5,1,0,Cao,,,,,,,,,,0.0
SV0047,2023-2024,2,3,BEB13116,Tư duy thiết kế,1,3,good,8.61,8.22,6.75,10.0,8.53,A,4.0,43,0,0.7,5.76,13.5,3.5,1,0,Thấp,,0.0,,,,,,1.0,,
SV0047,2023-2024,1,3,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,good,7.44,9.91,7.86,8.37,8.43,F,0.0,34,0,0.856,7.67,13.5,3.5,1,0,Thấp,,1.0,1.0,,,,,,,
SV0047,2023-2024,1,3,DSB45035,Ngôn ngữ tự nhiên,3,5,good,8.02,7.24,6.22,6.85,6.86,C+,2.5,40,1,0.941,8.58,13.5,3.5,1,0,Thấp,1.0,,0.0,,,,,,,
SV0047,2023-2024,2,3,DSB23016,Đại số tuyến tính,2,3,good,8.53,8.23,6.68,8.45,7.88,B,3.0,49,3,1.0,6.63,13.5,3.5,1,0,Thấp,1.0,,0.0,,,,,,,
SV0048,2021-2022,2,1,DSB45027,Internet kết nối vạn vật,3,5,average,5.68,6.48,6.18,6.9,6.48,F,0.0,47,3,0.923,5.12,7.6,4.6,1,0,Thấp,,,1.0,,1.0,,,,,
SV0048,2021-2022,2,1,CSB25020,Toán cho khoa học máy tính,2,5,average,5.89,4.95,5.95,6.09,5.8,C,2.0,22,2,0.734,5.39,7.6,4.6,1,0,Trung bình,0.0,,1.0,,,,,,,
SV0048,2021-2022,1,1,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,average,7.59,5.46,4.1,5.31,5.2,D+,1.5,29,4,0.395,6.12,7.6,4.6,1,0,Trung bình,,0.0,1.0,,,,,,,
SV0048,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,average,8.24,4.78,6.4,6.5,6.3,C,2.0,38,3,0.493,5.42,7.6,4.6,1,0,Thấp,1.0,,1.0,,,,,,,
SV0049,2021-2022,2,1,DSB45025,Thách thức dữ liệu nâng cao,3,5,good,6.69,8.26,8.29,7.65,7.87,B,3.0,17,0,1.0,6.95,18.0,4.3,1,0,Thấp,,,1.0,,,,,1.0,1.0,
SV0049,2021-2022,2,1,BEB15138,Tiếng Anh học thuật 2,1,5,good,9.33,7.83,7.75,7.94,8.0,F,0.0,47,4,0.996,5.92,18.0,4.3,1,0,Trung bình,,,,,,1.0,,,,
SV0049,2021-2022,1,1,CSB25018,Phân tích HT & thiết kế CSDL,2,5,good,9.37,8.94,6.69,8.9,8.29,B+,3.5,49,5,0.737,6.99,18.0,4.3,1,0,Trung bình,,1.0,,1.0,1.0,,,,,
SV0049,2021-2022,2,1,DSB23018,Phân tích dữ liệu lớn,3,3,good,4.68,6.98,7.64,6.91,6.92,F,0.0,57,1,1.0,7.76,18.0,4.3,1,0,Thấp,,,0.0,1.0,1.0,,,,,
SV0050,2021-2022,2,1,DSB23018,Phân tích dữ liệu lớn,3,3,below_avg,6.5,6.51,6.17,4.51,5.61,C,2.0,0,5,0.217,6.47,16.8,4.3,1,0,Trung bình,,,1.0,0.0,0.0,,,,,
SV0050,2021-2022,1,1,BEB13009,Khởi sự kinh doanh,1,3,below_avg,4.14,5.31,4.76,3.91,4.47,D,1.0,20,9,0.675,6.05,16.8,4.3,1,0,Cao,,,,1.0,,,,0.0,,
SV0050,2021-2022,1,1,BEB22034,Tư tưởng Hồ Chí Minh,1,2,below_avg,5.77,2.53,4.57,5.47,4.65,D,1.0,12,4,0.446,6.5,16.8,4.3,1,0,Trung bình,,,,,,,,,,0.0
SV0050,2021-2022,2,1,DSB45025,Thách thức dữ liệu nâng cao,3,5,below_avg,6.78,5.75,4.76,4.74,5.15,D+,1.5,10,1,0.573,5.32,16.8,4.3,1,0,Trung bình,,,1.0,,,,,0.0,0.0,
SV0051,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,at_risk,3.94,4.45,2.18,2.71,3.02,F,0.0,9,10,0.497,1.06,17.4,6.5,0,1,Cao,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SV0051,2022-2023,1,2,BEB11003,Kỹ năng giao tiếp LT,1,1,at_risk,3.07,4.3,4.85,2.95,3.8,F,0.0,0,9,0.301,3.81,17.4,6.5,0,1,Cao,,,,,,,0.0,,,
SV0051,2022-2023,1,2,BEB12002,Tin học ứng dụng,1,2,at_risk,3.61,2.97,3.28,2.23,2.83,F,0.0,14,7,0.697,3.78,17.4,6.5,0,1,Cao,0.0,,,,,,,,,
SV0051,2022-2023,1,2,BEB12013,Văn hóa và Giáo dục Anh,1,2,at_risk,3.96,1.52,3.85,2.57,2.89,F,0.0,0,7,0.415,5.08,17.4,6.5,0,1,Cao,,,,,,1.0,,,,
SV0052,2024-2025,2,4,DSB33019,Thách thức dữ liệu 3,3,3,below_avg,3.77,4.66,6.66,3.98,4.9,D,1.0,20,6,0.866,4.42,21.8,3.9,1,0,Trung bình,,,1.0,,,,1.0,,1.0,
SV0052,2024-2025,2,4,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,below_avg,7.23,3.78,4.92,4.21,4.64,D,1.0,12,3,0.591,6.0,21.8,3.9,1,0,Trung bình,,0.0,,,0.0,,,,,
SV0052,2024-2025,2,4,BEB12003,Kỹ năng giao tiếp,1,2,below_avg,6.69,3.83,5.69,5.48,5.33,D+,1.5,40,4,0.481,5.77,21.8,3.9,1,0,Trung bình,,,,,,,0.0,1.0,,
SV0052,2024-2025,1,4,BEB15139,Tiếng Anh học thuật 3,1,5,below_avg,5.52,5.65,3.81,4.01,4.43,D,1.0,20,6,0.459,3.16,21.8,3.9,1,0,Cao,,,,,,1.0,,,,
SV0053,2022-2023,2,2,DSB23016,Đại số tuyến tính,2,3,good,9.59,8.29,7.22,6.95,7.56,B,3.0,38,1,0.938,6.59,14.2,3.5,1,0,Thấp,0.0,,0.0,,,,,,,
SV0053,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,good,8.25,8.41,6.86,9.68,8.44,F,0.0,34,1,0.845,7.4,14.2,3.5,1,0,Thấp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
SV0053,2022-2023,1,2,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,good,7.09,8.81,9.85,7.35,8.37,B+,3.5,24,0,1.0,8.05,14.2,3.5,1,0,Thấp,,1.0,1.0,,,,,,,
SV0053,2022-2023,2,2,DSB45025,Thách thức dữ liệu nâng cao,3,5,good,8.58,8.96,8.3,9.33,8.87,A,4.0,44,2,0.804,6.9,14.2,3.5,1,0,Thấp,,,1.0,,,,,1.0,0.0,
SV0054,2023-2024,2,3,BEB14128,Tiếng Anh học thuật nâng cao,1,4,excellent,10.0,8.54,6.34,10.0,8.61,A,4.0,60,0,0.794,9.88,25.1,6.3,1,0,Thấp,,,,,,1.0,,,,
SV0054,2023-2024,2,3,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,excellent,10.0,9.45,8.79,8.97,9.12,A,4.0,53,2,0.72,7.18,25.1,6.3,1,0,Thấp,,,,,,,,1.0,1.0,
SV0054,2023-2024,2,3,DSB23016,Đại số tuyến tính,2,3,excellent,9.78,9.29,8.12,9.74,9.17,A,4.0,54,0,0.803,10.0,25.1,6.3,1,0,Thấp,1.0,,0.0,,,,,,,
SV0054,2023-2024,2,3,DSB310022,Thực tập nghề nghiệp,5,10,excellent,7.19,8.67,7.98,6.3,7.37,B,3.0,58,0,0.535,9.64,25.1,6.3,1,0,Thấp,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
SV0055,2021-2022,2,1,BEB15138,Tiếng Anh học thuật 2,1,5,good,8.46,6.52,6.04,9.02,7.57,B,3.0,52,0,0.995,7.41,26.4,5.0,1,0,Thấp,,,,,,1.0,,,,
SV0055,2021-2022,1,1,CSB25018,Phân tích HT & thiết kế CSDL,2,5,good,8.55,8.69,7.3,9.19,8.46,F,0.0,44,2,0.725,9.66,26.4,5.0,1,0,Thấp,,1.0,,0.0,1.0,,,,,
SV0055,2021-2022,1,1,DSB13001,Xác suất thống kê,2,3,good,7.01,8.99,7.54,5.2,6.84,C+,2.5,50,0,1.0,7.41,26.4,5.0,1,0,Thấp,1.0,,1.0,1.0,,,,,,
SV0055,2021-2022,1,1,DSB45028,Phân tích dữ liệu cho KHSS,3,5,good,6.81,7.26,8.19,5.9,6.95,F,0.0,28,2,0.76,7.11,26.4,5.0,1,0,Thấp,,,1.0,1.0,,,,,,
SV0056,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,average,7.25,5.54,5.81,7.82,6.71,C+,2.5,41,1,0.844,6.29,11.1,5.8,1,0,Thấp,0.0,,1.0,,,,,,,
SV0056,2021-2022,1,1,BEB11003,Kỹ năng giao tiếp LT,1,1,average,7.01,7.57,7.45,5.8,6.77,C+,2.5,28,3,0.762,6.79,11.1,5.8,1,0,Thấp,,,,,,,1.0,,,
SV0056,2021-2022,1,1,BEB22034,Tư tưởng Hồ Chí Minh,1,2,average,5.84,5.05,7.74,6.01,6.32,C,2.0,43,2,0.894,8.59,11.1,5.8,1,0,Thấp,,,,,,,,,,1.0
SV0056,2021-2022,2,1,DSB33020,Dự đoán ứng dụng,3,3,average,4.72,7.74,5.01,6.18,5.99,C,2.0,25,3,0.407,6.02,11.1,5.8,1,0,Trung bình,,,0.0,1.0,,,,,,
SV0057,2022-2023,2,2,BEB14128,Tiếng Anh học thuật nâng cao,1,4,average,6.98,5.41,6.83,7.92,7.0,F,0.0,26,3,0.814,6.57,7.9,4.2,1,0,Thấp,,,,,,1.0,,,,
SV0057,2022-2023,2,2,BEB14126,Tiếng Anh nền tảng 1,1,4,average,7.61,4.07,6.54,7.68,6.61,C+,2.5,28,4,0.746,4.71,7.9,4.2,1,0,Trung bình,,,,,,1.0,,,,
SV0057,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,average,4.89,5.91,7.54,3.91,5.5,F,0.0,19,1,0.541,5.83,7.9,4.2,1,0,Trung bình,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
SV0057,2022-2023,1,2,BEB15139,Tiếng Anh học thuật 3,1,5,average,7.25,5.99,6.48,2.77,4.97,F,0.0,32,2,0.542,6.91,7.9,4.2,1,0,Trung bình,,,,,,0.0,,,,
SV0058,2023-2024,1,3,DSB23015,Thách thức dữ liệu 1,2,3,good,8.21,9.05,5.12,7.72,7.25,B,3.0,37,0,0.714,7.33,15.3,4.6,1,0,Thấp,,,0.0,,,,1.0,0.0,,
SV0058,2023-2024,1,3,CSB25018,Phân tích HT & thiết kế CSDL,2,5,good,6.44,9.57,6.65,7.47,7.54,B,3.0,38,0,0.815,9.96,15.3,4.6,1,0,Thấp,,1.0,,1.0,1.0,,,,,
SV0058,2023-2024,2,3,BEB14126,Tiếng Anh nền tảng 1,1,4,good,7.0,5.37,8.42,8.89,7.86,B,3.0,50,0,0.825,8.25,15.3,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0058,2023-2024,2,3,DSB23018,Phân tích dữ liệu lớn,3,3,good,7.53,5.56,7.34,8.79,7.58,B,3.0,32,2,0.9,8.25,15.3,4.6,1,0,Thấp,,,1.0,0.0,0.0,,,,,
SV0059,2021-2022,1,1,CSB13055,Lập trình Java,2,3,below_avg,6.92,6.16,5.49,4.21,5.25,D+,1.5,18,4,0.945,5.56,12.3,3.9,1,0,Trung bình,0.0,0.0,,,,,,,,
SV0059,2021-2022,2,1,BEB14126,Tiếng Anh nền tảng 1,1,4,below_avg,4.79,6.81,4.01,5.1,5.08,D+,1.5,28,5,0.564,5.01,12.3,3.9,1,0,Trung bình,,,,,,1.0,,,,
