ma_sv,ma_mon,ten_mon,clo_id,clo_desc,plo,level,bloom,diem_clo,dat_clo,exam_type
SV0011,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,7.97,1,midterm
SV0011,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,8.68,1,assignment
SV0012,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,7.4,1,assignment
SV0012,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,6.99,1,assignment
SV0012,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,7.78,1,final
SV0012,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,8.08,1,final
SV0012,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,6.95,1,final
SV0012,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.75,1,final
SV0012,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.86,1,assignment
SV0012,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,7.66,1,midterm
SV0012,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,9.5,1,midterm
SV0012,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,7.14,1,final
SV0012,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,8.69,1,assignment
SV0012,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.49,1,assignment
SV0012,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,8.4,1,midterm
SV0012,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,9.25,1,final
SV0012,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,8.08,1,final
SV0012,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,6.57,1,assignment
SV0013,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,6.85,1,final
SV0013,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,6.67,1,assignment
SV0013,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,6.25,1,assignment
SV0013,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,4.51,0,assignment
SV0013,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,7.03,1,assignment
SV0013,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,6.78,1,assignment
SV0013,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,5.39,0,final
SV0013,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,5.58,1,assignment
SV0013,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,7.66,1,midterm
SV0013,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,7.96,1,assignment
SV0013,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,8.83,1,midterm
SV0013,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,6.42,1,final
SV0013,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,4.28,0,final
SV0013,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,5.11,0,midterm
SV0014,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,6.25,1,midterm
SV0014,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,5.49,0,midterm
SV0014,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,6.0,1,final
SV0014,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,3.68,0,midterm
SV0014,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,7.15,1,final
SV0014,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,7.87,1,final
SV0014,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,7.51,1,final
SV0014,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,5.85,1,midterm
SV0014,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,4.1,0,final
SV0014,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,6.69,1,midterm
SV0014,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,6.71,1,final
SV0014,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,8.25,1,midterm
SV0014,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,5.33,0,assignment
SV0015,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,4.59,0,assignment
SV0015,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,3.77,0,midterm
SV0015,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,3.02,0,final
SV0015,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,3.62,0,assignment
SV0015,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,3.23,0,final
SV0015,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,1.83,0,assignment
SV0015,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,4.9,0,midterm
SV0015,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,3.11,0,final
SV0015,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,3.99,0,final
SV0015,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,4.18,0,midterm
SV0015,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.57,1,assignment
SV0015,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,4.05,0,midterm
SV0015,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,3.26,0,assignment
SV0015,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,3.98,0,final
SV0015,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,4.14,0,final
SV0015,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,4.55,0,midterm
SV0016,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.86,1,assignment
SV0016,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,7.86,1,final
SV0016,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,7.38,1,assignment
SV0016,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,7.32,1,midterm
SV0016,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,6.82,1,final
SV0016,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,5.68,1,midterm
SV0016,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,7.8,1,midterm
SV0016,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,5.4,0,midterm
SV0016,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,8.36,1,final
SV0016,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,6.99,1,final
SV0016,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,7.56,1,final
SV0016,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,6.78,1,final
SV0016,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,5.75,1,midterm
SV0016,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,5.6,1,final
SV0017,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,3.59,0,final
SV0017,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,4.41,0,assignment
SV0017,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,3.97,0,final
SV0017,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,4.15,0,final
SV0017,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,5.14,0,final
SV0017,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,4.81,0,final
SV0017,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,4.81,0,midterm
SV0017,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,7.26,1,midterm
SV0017,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,4.85,0,midterm
SV0017,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,2.38,0,final
SV0017,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,5.67,1,final
SV0017,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,5.54,1,assignment
SV0017,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,5.05,0,assignment
SV0017,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,4.12,0,assignment
SV0018,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,7.64,1,midterm
SV0018,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,7.59,1,assignment
SV0018,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,9.1,1,assignment
SV0018,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,7.53,1,final
SV0018,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,8.1,1,assignment
SV0018,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,6.42,1,midterm
SV0018,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,7.56,1,assignment
SV0018,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,3.74,0,final
SV0018,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,6.64,1,midterm
SV0018,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,5.86,1,midterm
SV0018,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,7.86,1,assignment
SV0018,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,5.8,1,final
SV0018,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,4.59,0,final
SV0018,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,6.76,1,final
SV0018,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,7.31,1,assignment
SV0019,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,4.82,0,final
SV0019,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,5.17,0,assignment
SV0019,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,4.64,0,midterm
SV0019,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,7.65,1,final
SV0019,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,7.34,1,midterm
SV0019,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,4.51,0,final
SV0019,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,4.24,0,midterm
SV0019,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,4.16,0,midterm
SV0019,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,6.2,1,assignment
SV0019,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,6.01,1,final
SV0019,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,6.31,1,final
